group	AraportID	expressed_in_6909	expressed_nowhere	anyreads_in_6909	noreads_anywhere	nolocus_in_6909	N_acc_where_expressed.S	N_acc_where_expressed.R	N_acc_where_expressed.F	N_acc_where_expressed.P
AT1SG20003132	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT1SG20003133	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20003135	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	1	0
AT1SG20003136	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT1SG20003150	NA	FALSE	FALSE	TRUE	FALSE	FALSE	6	0	0	0
AT1SG20003155	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	0
AT1SG20003162	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20003177	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	1
AT1SG20003220	NA	FALSE	FALSE	FALSE	FALSE	TRUE	10	10	9	0
AT1SG20003232	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	2	0
AT1SG20003236	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	0	0	0
AT1SG20003251	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	2	2	2
AT1SG20003270	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	0	2
AT1SG20003278	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	2	2	0
AT1SG20003279	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20003280	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	2	1	0
AT1SG20003281	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	0
AT1SG20003282	NA	FALSE	FALSE	FALSE	FALSE	TRUE	3	3	3	0
AT1SG20003283	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20003284	NA	FALSE	FALSE	FALSE	FALSE	TRUE	8	8	7	0
AT1SG20003289	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT1SG20003306	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20003307	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20003310	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20003338	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	1
AT1SG20003388	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	2	1	1
AT1SG20003405	NA	FALSE	FALSE	FALSE	FALSE	TRUE	4	1	2	0
AT1SG20003419	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT1SG20003432	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT1SG20003439	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	2	1	0
AT1SG20003440	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	2	1	0
AT1SG20003446	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	0
AT1SG20003456	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	5	4
AT1SG20003480	NA	FALSE	FALSE	TRUE	FALSE	FALSE	16	9	6	0
AT1SG20003488	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20003507	NA	FALSE	FALSE	TRUE	FALSE	FALSE	3	5	2	0
AT1SG20003525	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20003563	NA	TRUE	FALSE	TRUE	FALSE	FALSE	27	27	25	6
AT1SG20003581	NA	TRUE	FALSE	TRUE	FALSE	FALSE	5	7	25	0
AT1SG20003592	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	1
AT1SG20003594	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20003595	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	1	0
AT1SG20003599	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT1SG20003607	NA	FALSE	FALSE	TRUE	FALSE	FALSE	18	13	11	0
AT1SG20003635	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20003650	NA	TRUE	FALSE	TRUE	FALSE	FALSE	0	0	5	20
AT1SG20003652	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	1	1
AT1SG20003712	NA	FALSE	FALSE	TRUE	FALSE	FALSE	1	2	3	1
AT1SG20003805	NA	FALSE	FALSE	FALSE	FALSE	TRUE	3	2	6	8
AT1SG20003860	NA	FALSE	FALSE	FALSE	FALSE	TRUE	3	2	2	1
AT1SG20003864	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	2	1	1
AT1SG20003977	NA	TRUE	FALSE	TRUE	FALSE	FALSE	27	27	24	2
AT1SG20003989	NA	TRUE	FALSE	TRUE	FALSE	FALSE	8	15	15	0
AT1SG20004026	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT1SG20004027	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20004044	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	1
AT1SG20004118	NA	TRUE	FALSE	TRUE	FALSE	FALSE	27	24	25	9
AT1SG20004130	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	0	0	0
AT1SG20004131	NA	TRUE	FALSE	TRUE	FALSE	FALSE	20	20	18	17
AT1SG20004133	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT1SG20004134	NA	FALSE	FALSE	FALSE	FALSE	TRUE	4	5	4	2
AT1SG20004181	NA	FALSE	FALSE	FALSE	FALSE	TRUE	3	2	1	0
AT1SG20004262	NA	TRUE	FALSE	TRUE	FALSE	FALSE	26	13	25	19
AT1SG20004278	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT1SG20004294	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT2SG10000022	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT2SG10000023	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	0	0
AT2SG10000025	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	0	1
AT2SG10000039	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT2SG10000109	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	0	1
AT2SG10000116	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT2SG10000117	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	1	1
AT2SG10000119	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG10000121	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG10000122	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG10000123	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	1
AT2SG10000126	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	1	0
AT2SG10000127	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG10000128	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG10000130	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	0	1	0
AT2SG10000135	NA	FALSE	FALSE	FALSE	FALSE	TRUE	4	4	3	0
AT2SG10000136	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	1	0	2
AT2SG10000140	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	2	2	2
AT2SG10000141	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG10000146	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG10000171	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG10000184	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	0
AT2SG10000206	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT2SG10000211	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG10000214	NA	FALSE	FALSE	TRUE	FALSE	FALSE	2	2	0	0
AT2SG10000216	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT2SG10000217	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	1	1	1
AT2SG10000220	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	0	0
AT2SG10000226	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	0	0	0
AT2SG10000277	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT2SG10000285	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG10000295	NA	FALSE	FALSE	FALSE	FALSE	FALSE	1	1	1	0
AT2SG10000319	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	1	0
AT2SG10000343	NA	FALSE	FALSE	FALSE	FALSE	FALSE	3	3	3	0
AT2SG10000344	NA	FALSE	FALSE	FALSE	FALSE	TRUE	3	3	2	2
AT2SG10000345	NA	FALSE	FALSE	FALSE	FALSE	TRUE	3	3	2	3
AT2SG10000346	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG10000358	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0	0	0
AT2SG10000367	NA	FALSE	FALSE	FALSE	FALSE	TRUE	3	3	3	0
AT2SG10000372	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT2SG10000427	NA	FALSE	FALSE	FALSE	FALSE	FALSE	1	0	0	0
AT2SG10000432	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	1	0
AT2SG10000436	NA	FALSE	FALSE	FALSE	FALSE	TRUE	7	6	7	6
AT2SG10000463	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG10000469	NA	FALSE	FALSE	FALSE	FALSE	FALSE	1	0	1	0
AT2SG10000472	NA	FALSE	TRUE	TRUE	FALSE	FALSE	0	0	0	0
AT2SG10000477	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0	0	0
AT2SG10000480	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	0	0	0
AT2SG10000491	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	2	1	0
AT2SG10000492	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG10000530	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG10000532	NA	FALSE	TRUE	TRUE	FALSE	FALSE	0	0	0	0
AT2SG10000542	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	0	0	0
AT2SG10000550	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT2SG10000551	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG10000552	NA	FALSE	FALSE	FALSE	FALSE	FALSE	15	15	13	0
AT2SG10000562	NA	FALSE	FALSE	FALSE	FALSE	TRUE	4	5	3	0
AT2SG10000581	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	0	1
AT2SG10000587	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT2SG10000590	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT2SG10000597	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG10000606	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	0	1
AT2SG10000609	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	1	2
AT2SG10000622	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG10000629	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG10000631	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG10000639	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG10000645	NA	FALSE	FALSE	TRUE	FALSE	FALSE	8	6	6	1
AT2SG10000654	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT2SG10000658	NA	FALSE	FALSE	FALSE	FALSE	FALSE	0	1	6	0
AT2SG10000660	NA	FALSE	FALSE	FALSE	FALSE	FALSE	7	7	6	0
AT2SG10000676	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG10000677	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	0	0
AT2SG10000693	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	0
AT2SG10000697	NA	FALSE	FALSE	FALSE	FALSE	FALSE	8	6	5	1
AT2SG10000711	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG10000712	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG10000713	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	1
AT2SG10000731	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	0
AT2SG10000734	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	1	0
AT2SG10000735	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG10000747	NA	FALSE	FALSE	FALSE	FALSE	TRUE	11	10	10	2
AT2SG10000748	NA	FALSE	FALSE	FALSE	FALSE	TRUE	3	0	0	0
AT2SG10000749	NA	FALSE	FALSE	FALSE	FALSE	TRUE	6	5	7	8
AT2SG10000750	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	2
AT2SG10000764	NA	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	5
AT2SG10000765	NA	FALSE	FALSE	FALSE	FALSE	FALSE	2	0	0	0
AT2SG10000775	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT2SG10000781	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT2SG10000783	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG10000793	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	1	1
AT2SG10000795	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	0	0	0
AT2SG10000796	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT2SG10000797	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG10000804	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG10000807	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	1	0
AT2SG10000820	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG10000834	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG10000839	NA	TRUE	FALSE	TRUE	FALSE	FALSE	1	8	1	0
AT2SG10000845	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	3	16	2
AT2SG10000856	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	0
AT2SG10000868	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG10000873	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0	0	0
AT2SG10000891	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	0
AT2SG10000903	NA	TRUE	FALSE	TRUE	FALSE	FALSE	26	26	24	4
AT2SG10000914	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG10000920	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	1	0
AT2SG10000929	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	9	10
AT2SG10000930	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	1	0
AT2SG10000942	NA	TRUE	FALSE	TRUE	FALSE	FALSE	17	24	24	2
AT2SG10000961	NA	FALSE	FALSE	FALSE	FALSE	TRUE	4	4	4	0
AT2SG10000964	NA	FALSE	FALSE	FALSE	FALSE	TRUE	3	0	2	0
AT2SG10000969	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT2SG10000970	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT2SG10000975	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	1
AT2SG10000976	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG10000977	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG10000987	NA	FALSE	FALSE	FALSE	FALSE	TRUE	3	2	2	2
AT2SG10001037	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	0
AT2SG10001059	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	0	1	1
AT2SG10001082	NA	FALSE	FALSE	FALSE	FALSE	TRUE	9	9	7	7
AT2SG10001083	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT2SG10001102	NA	FALSE	FALSE	TRUE	FALSE	FALSE	0	0	2	1
AT2SG10001114	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT2SG10001133	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT2SG10001210	NA	FALSE	FALSE	FALSE	FALSE	TRUE	9	9	9	8
AT2SG10001249	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	0
AT2SG10001250	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG10001278	NA	FALSE	FALSE	FALSE	FALSE	TRUE	4	3	7	7
AT2SG10001279	NA	FALSE	TRUE	TRUE	FALSE	FALSE	0	0	0	0
AT2SG10001300	NA	FALSE	FALSE	FALSE	FALSE	TRUE	7	7	6	0
AT2SG10001305	NA	FALSE	FALSE	FALSE	FALSE	TRUE	18	10	5	1
AT2SG10001325	NA	FALSE	FALSE	FALSE	FALSE	TRUE	7	7	7	7
AT2SG10001330	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG10001343	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	1	1	0
AT2SG10001350	NA	FALSE	FALSE	FALSE	FALSE	TRUE	7	8	7	4
AT2SG10001353	NA	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	2	11
AT2SG10001357	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	0
AT2SG10001386	NA	FALSE	FALSE	FALSE	FALSE	TRUE	6	5	5	2
AT2SG10001389	NA	TRUE	FALSE	TRUE	FALSE	FALSE	0	0	17	7
AT2SG10001408	NA	FALSE	FALSE	FALSE	FALSE	TRUE	15	14	12	15
AT2SG10001421	NA	TRUE	FALSE	TRUE	FALSE	FALSE	1	0	24	0
AT2SG10001454	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT2SG10001464	NA	FALSE	FALSE	FALSE	FALSE	FALSE	14	8	15	5
AT2SG10001483	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG10001509	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	1	2	0
AT2SG10001520	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	1	0
AT2SG10001534	NA	FALSE	FALSE	FALSE	FALSE	FALSE	12	11	11	0
AT2SG10001556	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG10001559	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG10001565	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	0	0	0
AT2SG10001572	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	0	0	1
AT2SG10001632	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	2	2	0
AT2SG10001633	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	2	0
AT2SG10001643	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT2SG10001658	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	0
AT2SG10001675	NA	TRUE	FALSE	TRUE	FALSE	FALSE	27	27	24	0
AT2SG10001722	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	0
AT2SG10001729	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	0	4
AT2SG10001731	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	1	1	1
AT2SG10001778	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	1	1
AT2SG10001788	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	1
AT2SG10001798	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	0	0	0
AT2SG10001806	NA	FALSE	FALSE	FALSE	FALSE	TRUE	14	12	11	0
AT2SG10001836	NA	TRUE	FALSE	TRUE	FALSE	FALSE	17	18	19	19
AT2SG10001873	NA	TRUE	FALSE	TRUE	FALSE	FALSE	21	22	20	5
AT2SG10001884	NA	FALSE	FALSE	FALSE	FALSE	FALSE	1	0	2	0
AT2SG10001887	NA	TRUE	FALSE	TRUE	FALSE	FALSE	26	27	24	24
AT2SG10001947	NA	TRUE	FALSE	TRUE	FALSE	FALSE	14	14	12	0
AT2SG10001956	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	0	0	0
AT2SG10001957	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG10002015	NA	FALSE	FALSE	FALSE	FALSE	TRUE	3	3	3	0
AT2SG10002059	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG10002126	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG10002128	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG10002180	NA	FALSE	FALSE	FALSE	FALSE	FALSE	0	1	1	0
AT2SG10002199	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	1	0
AT2SG10002206	NA	TRUE	FALSE	TRUE	FALSE	FALSE	13	10	17	2
AT2SG10002253	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG10002254	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG10002255	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG10002337	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	1
AT2SG10002342	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	1
AT2SG10002366	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG10002367	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG10002368	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG10002369	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG10002392	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT2SG10002428	NA	TRUE	FALSE	TRUE	FALSE	FALSE	27	27	25	24
AT2SG10002432	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	2	4	1
AT2SG10002437	NA	FALSE	FALSE	FALSE	FALSE	FALSE	2	5	2	2
AT2SG10002485	NA	TRUE	FALSE	TRUE	FALSE	FALSE	27	27	25	1
AT2SG10002490	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	2	0
AT2SG10002511	NA	FALSE	FALSE	TRUE	FALSE	FALSE	0	2	7	0
AT2SG10002554	NA	TRUE	FALSE	TRUE	FALSE	FALSE	0	0	11	12
AT2SG10002577	NA	TRUE	FALSE	TRUE	FALSE	FALSE	0	0	1	0
AT2SG10002581	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	2	2	1
AT2SG10002667	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	0
AT2SG10002679	NA	TRUE	FALSE	TRUE	FALSE	FALSE	22	22	23	7
AT2SG10002701	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG10002776	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT2SG10002779	NA	FALSE	FALSE	TRUE	FALSE	FALSE	2	1	2	0
AT2SG10002820	NA	TRUE	FALSE	TRUE	FALSE	FALSE	26	27	25	7
AT2SG10002823	NA	TRUE	FALSE	TRUE	FALSE	FALSE	18	8	21	0
AT2SG20000001	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	1	2	1
AT2SG20000047	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT2SG20000072	NA	FALSE	FALSE	FALSE	FALSE	TRUE	5	5	5	5
AT2SG20000100	NA	TRUE	FALSE	TRUE	FALSE	FALSE	3	2	18	0
AT2SG20000101	NA	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	1	0
AT2SG20000102	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	0	0	0
AT2SG20000103	NA	FALSE	FALSE	TRUE	FALSE	FALSE	24	24	23	1
AT2SG20000109	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG20000110	NA	FALSE	FALSE	FALSE	FALSE	TRUE	4	4	4	1
AT2SG20000111	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG20000112	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	0	0	0
AT2SG20000113	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG20000118	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT2SG20000123	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	2	2
AT2SG20000124	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG20000129	NA	TRUE	FALSE	TRUE	FALSE	FALSE	0	0	13	1
AT2SG20000145	NA	FALSE	FALSE	TRUE	FALSE	FALSE	0	0	3	0
AT2SG20000147	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG20000148	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG20000150	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG20000151	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG20000152	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT2SG20000156	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT2SG20000188	NA	TRUE	FALSE	TRUE	FALSE	FALSE	1	2	8	0
AT2SG20000221	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	0	0
AT2SG20000227	NA	FALSE	FALSE	TRUE	FALSE	FALSE	13	11	10	7
AT2SG20000229	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT2SG20000230	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	1	0	0
AT2SG20000271	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	1	1
AT2SG20000276	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG20000281	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	5	0
AT2SG20000282	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	7	0
AT2SG20000303	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG20000304	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG20000305	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	0	1	0
AT2SG20000306	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG20000307	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	0	0	0
AT2SG20000308	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
AT2SG20000321	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0	0	0
